9.8e-05,-0.00027,1
9.8e-05,-0.00027,2
9.9e-05,-0.000266,3
9.9e-05,-0.00026000000000000003,4
0.0001,-0.00025299999999999997,5
9.7e-05,-0.00025,6
9.499999999999999e-05,-0.000244,7
9.499999999999999e-05,-0.00023500000000000002,8
9.7e-05,-0.00023500000000000002,9
9.7e-05,-0.000234,10
9.8e-05,-0.000227,11
8.7e-05,-0.000225,12
-2.7000000000000002e-05,-0.00021,13
-0.00037400000000000004,-0.000194,14
-0.002292,-0.000197,15
-0.002292,-0.000197,16
-0.004296,-0.00020800000000000001,17
-0.0067599999999999995,-0.000221,18
-0.0067599999999999995,-0.000221,19
-0.01383,-0.00025499999999999996,20
-0.018283,-0.000275,21
-0.023211000000000002,-0.000302,22
-0.028605000000000002,-0.000332,23
-0.028605000000000002,-0.000332,24
-0.041065,-0.000391,25
-0.048049,-0.00040599999999999995,26
-0.05535,-0.000437,27
-0.062855,-0.00044500000000000003,28
-0.07057000000000001,-0.00046699999999999997,29
-0.078455,-0.000489,30
-0.08647200000000001,-0.0004980000000000001,31
-0.094598,-0.0005,32
-0.10283900000000001,-0.000491,33
-0.111167,-0.000481,34
-0.128116,-0.000458,35
-0.128116,-0.000458,36
-0.13677899999999998,-0.000436,37
-0.145656,-0.00040599999999999995,38
-0.15476700000000002,-0.000381,39
-0.164481,-0.000332,40
-0.17503,-0.000279,41
-0.186547,-0.000266,42
-0.199134,-0.000271,43
-0.212714,-0.000294,44
-0.227044,-0.000321,45
-0.241921,-0.000331,46
-0.256785,-0.000314,47
-0.28618000000000005,-0.000276,48
-0.28618000000000005,-0.000276,49
-0.300757,-0.000261,50
-0.31554899999999997,-0.00022799999999999999,51
-0.331121,-0.000218,52
-0.347407,-0.000207,53
-0.364442,-0.00021600000000000002,54
-0.382087,-0.000218,55
-0.400093,-0.000231,56
-0.418192,-0.00021400000000000002,57
-0.436349,-0.000172,58
-0.454682,-0.000139,59
-0.47333000000000003,-0.00011999999999999999,60
-0.49291899999999994,-8e-05,61
-0.513402,-8.8e-05,62
-0.598659,-0.000136,63
